config,model,id,source,correct,steps,tool_calls,cost,seconds,answer,gold
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-28,fresh,False,1,0,0.009152999999999994,11.1,At least 10 people were injured after a car intentionally dr,Twenty-five
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-29,fresh,False,1,0,0.002151,3.7,The 2026 Icelandic European Union membership negotiations re,August 29
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-30,fresh,True,1,0,0.004656000000000007,6.4,DISY (Democratic Rally) won a plurality of seats in the May ,Democratic Rally
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-31,fresh,False,1,0,0.014624999999999999,15.9,"Based on available information, the United States imposed a ",12.5%
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-32,fresh,True,1,0,0.003588000000000008,6.2,"Based on my knowledge, the Lumo (or a direct rail service) c",Lumo
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-33,fresh,False,1,0,0.0017759999999999998,3.6,I don't have specific verified information about an action C,imposes export restrictions
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-34,fresh,False,1,0,0.0035429999999999906,5.4,I don't have specific confirmed information about which anim,Kill Blue
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-35,fresh,True,1,0,0.003837000000000007,5.0,"According to a report published in *Science* on June 3, 2026",945 TWh
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-36,fresh,False,1,0,0.0028559999999999974,4.1,I don't have sufficient information to identify the specific,An explosion
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-37,fresh,False,1,0,0.0032129999999999936,3.8,Daniil,Nikita Solovyov
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-38,fresh,False,1,0,0.00312599999999999,4.1,14 members of the Sinaloa Cartel were killed in the raid in ,11
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-39,fresh,False,1,0,0.005520000000000025,6.6,"The exhibition was ""Rothko,"" a major retrospective dedicated",Rothko in Florence
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-40,fresh,False,1,0,0.0035249999999999726,5.0,I don't have reliable information about a last-minute goal s,Stephen Eustáquio
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-41,fresh,False,1,0,0.0019620000000000193,3.3,I don't have specific verified information about a truck col,10
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-42,fresh,False,1,0,0.0015030000000000043,2.7,Milan and Cortina d'Ampezzo were selected as the host cities,24 June 2019
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-43,fresh,False,1,0,0.004895999999999984,7.3,"The maximum sentence handed down in the February 25, 2026 co",76 years' imprisonment
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-44,fresh,False,1,0,0.008271,9.8,"A car drove into a crowd in Leipzig, Germany in May 2026, le",killing two people
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-45,fresh,False,1,0,0.0023400000000000087,3.0,I don't have verified information about the number of people,six people
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-46,fresh,True,1,0,0.003911999999999999,5.9,"On April 6, 2026, India's Prototype Fast Breeder Reactor (PF",first criticality
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-47,fresh,True,1,0,0.0029730000000000034,4.1,The 2026 Djiboutian presidential election was held on April ,April 10
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-48,fresh,False,1,0,0.0016319999999999946,2.7,"The 2026 FIFA World Cup officially kicks off on June 11, 202",June 12
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-49,fresh,False,1,0,0.002129999999999993,3.2,Frédéric Beauchemin was acclaimed as leader of the Quebec Li,Charles Milliard
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-50,fresh,False,1,0,0.003242999999999996,5.5,Maria Qamar (also known as Hatecopy) accused Devon Rodriguez,Gavin Snider
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-51,fresh,False,1,0,0.03611400000000001,34.7,The Greater Copenhagen Light Rail (Ring 3) extended to Lundt,22 August
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-52,fresh,False,1,0,0.001821000000000017,3.0,Prime Minister Sébastien Lecornu survived a vote of no confi,two no-confidence motions
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-53,fresh,False,1,0,0.00301499999999999,4.4,I don't have specific verified information about NASA conduc,soccer balls
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-54,fresh,False,1,0,0.0031170000000000087,5.0,"Philadelphia hosted the 2026 MLB Draft in July, as it was he","Philadelphia, Pennsylvania"
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-55,fresh,False,1,0,0.0024029999999999885,4.5,I have no verified information about a plane crash into the ,26 June
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-56,fresh,False,1,0,0.003138000000000002,4.5,Jan Málek was 89 years old when he passed away in June 2026.,88
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-57,fresh,False,1,0,0.003498000000000001,5.2,I don't have sufficiently specific information to definitive,Tomoko Akane
"сильная модель, без инструментов",claude-sonnet-4.6,fresh-58,fresh,False,1,0,0.004278000000000004,5.5,"The landslide that occurred in Niscemi, Sicily on January 25",4 km
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-0,fresh,False,1,0,3.1349999999985556e-05,2.3,<unknown>,10 soldiers
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-1,fresh,False,1,0,3.870000000000262e-05,1.3,Unknown.,Liam Nassereddine
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-2,fresh,False,1,0,2.924999999998068e-05,1.8,Civic Mosque in Canberra.,Lakemba Mosque
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-3,fresh,True,1,0,3.255000000002006e-05,2.0,"Circuit de la Sarthe, Le Mans, France.","Le Mans, France"
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-4,fresh,False,1,0,2.580000000002025e-05,1.9,<unknown>.,Physical Culture
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-5,fresh,False,1,0,2.2799999999989495e-05,1.0,<unknown>.,"Philadelphia, Pennsylvania"
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-6,fresh,False,1,0,2.6550000000014062e-05,1.1,"July 24, 2025.","March 24, 2026"
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-7,fresh,False,1,0,3.195000000000281e-05,2.6,Unable to provide information.,12
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-8,fresh,False,1,0,3.0599999999991745e-05,3.0,<not applicable>.,More than 300
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-9,fresh,False,1,0,2.999999999997449e-05,1.8,No information available.,15 February
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-10,fresh,False,1,0,2.580000000002025e-05,1.6,Unknown.,Gaborone
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-11,fresh,False,1,0,4.290000000001237e-05,1.7,Prominent activist group.,Sheinbaum
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-12,fresh,False,1,0,2.759999999996099e-05,1.8,"May 10, 2026.",June 28
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-13,fresh,False,1,0,3.269999999999662e-05,2.0,Unknown.,16
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-14,fresh,False,1,0,2.775000000004857e-05,1.1,Unknown.,Rob Jetten
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-15,fresh,False,1,0,1.9499999999950113e-05,1.4,<unknown>.,the Bald Range fire
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-16,fresh,False,1,0,4.049999999999887e-05,2.1,<none>.,a German–Rwandan national
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-17,fresh,False,1,0,2.6400000000037505e-05,1.6,Unknown.,Ryan Wedding
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-18,fresh,False,1,0,3.6599999999997745e-05,124.3,<unknown>,Elim Chan
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-19,fresh,False,1,0,2.594999999999681e-05,3.9,Unknown.,Six people
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-20,fresh,False,1,0,3.870000000000262e-05,3.0,Spain withdrew its ambassador to Israel.,permanently withdraws its ambassador
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-21,fresh,False,1,0,2.4749999999962302e-05,2.6,No information available.,25 years' imprisonment
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-22,fresh,False,1,0,3.765000000000018e-05,1.7,Unable to provide data for April 2026.,$50.7 billion
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-23,fresh,False,1,0,3.2250000000011436e-05,1.6,<unknown>,11
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-24,fresh,False,1,0,3.015000000000656e-05,1.0,N/A,32
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-25,fresh,False,1,0,3.164999999999418e-05,1.8,Unknown.,Ernesto Ruffo Appel
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-26,fresh,False,1,0,3.300000000000525e-05,1.5,Unknown.,fifth Kelly Cup title
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-27,fresh,False,1,0,3.0450000000015187e-05,1.1,Unable to provide information.,1–0
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-28,fresh,False,1,0,3.1200000000009e-05,1.6,<unknown>,Twenty-five
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-29,fresh,False,1,0,2.9100000000004123e-05,2.3,"April 14, 2026.",August 29
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-30,fresh,False,1,0,2.9399999999957238e-05,1.1,Unknown.,Democratic Rally
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-31,fresh,False,1,0,3.390000000003113e-05,2.1,Unable to provide current information.,12.5%
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-32,fresh,False,1,0,3.704999999998293e-05,1.4,high-speed rail service.,Lumo
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-33,fresh,False,1,0,4.140000000002475e-05,122.2,Unable to provide information on this.,imposes export restrictions
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-34,fresh,False,1,0,3.2250000000011436e-05,1.3,<unknown>,Kill Blue
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-35,fresh,False,1,0,6.224999999998593e-05,2.9,Unable to provide data from 2025-2026.,945 TWh
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-36,fresh,False,1,0,4.484999999998518e-05,1.5,Unable to provide information on that incident.,An explosion
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-37,fresh,False,1,0,3.255000000002006e-05,3.3,<unknown>,Nikita Solovyov
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-38,fresh,False,1,0,5.414999999997505e-05,2.9,Unknown.,11
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-39,fresh,False,1,0,4.5300000000025875e-05,2.8,"""Mark Rothko: Reflections on Color"" exhibition in Florence, ",Rothko in Florence
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-40,fresh,False,1,0,3.090000000000037e-05,1.9,Information not available.,Stephen Eustáquio
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-41,fresh,False,1,0,3.734999999999156e-05,1.3,Unknown.,10
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-42,fresh,False,1,0,3.4949999999978054e-05,1.9,"June 24, 2019.",24 June 2019
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-43,fresh,False,1,0,3.36000000000225e-05,1.2,Unable to provide information.,76 years' imprisonment
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-44,fresh,False,1,0,4.139999999996924e-05,2.0,Information not available.,killing two people
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-45,fresh,False,1,0,3.690000000000637e-05,5.5,<unknown>,six people
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-46,fresh,False,1,0,4.395000000001481e-05,1.7,Information not available.,first criticality
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-47,fresh,False,1,0,2.415000000000056e-05,1.7,Unknown.,April 10
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-48,fresh,False,1,0,2.8199999999978242e-05,1.8,"June 8, 2026.",June 12
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-49,fresh,False,1,0,3.870000000000262e-05,1.0,Unable to provide information.,Charles Milliard
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-50,fresh,False,1,0,3.885000000003469e-05,2.4,Mia Chen.,Gavin Snider
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-51,fresh,False,1,0,2.6250000000005436e-05,1.9,"December 11, 2025.",22 August
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-52,fresh,False,1,0,3.4949999999978054e-05,1.1,Assassination attempt.,two no-confidence motions
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-53,fresh,False,1,0,2.744999999998443e-05,1.2,Unable to provide information.,soccer balls
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-54,fresh,False,1,0,1.9199999999996997e-05,1.7,Philadelphia.,"Philadelphia, Pennsylvania"
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-55,fresh,False,1,0,2.9700000000021376e-05,1.4,Unknown.,26 June
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-56,fresh,False,1,0,2.249999999998087e-05,2.8,Unknown,88
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-57,fresh,False,1,0,3.7500000000023626e-05,1.7,Unable to provide information.,Tomoko Akane
"дешёвая модель, без инструментов",gpt-4o-mini,fresh-58,fresh,False,1,0,2.924999999998068e-05,1.9,Unknown.,4 km
"дешёвая модель, только поиск",gpt-4o-mini,fresh-0,fresh,False,9,7,0.0008632500000000376,20.1,<информация недоступна>.,10 soldiers
"дешёвая модель, только поиск",gpt-4o-mini,fresh-1,fresh,False,5,5,0.0004840499999999581,15.4,Maayan Licht,Liam Nassereddine
"дешёвая модель, только поиск",gpt-4o-mini,fresh-2,fresh,True,3,2,0.0002607000000000026,6.6,Lakemba Mosque.,Lakemba Mosque
"дешёвая модель, только поиск",gpt-4o-mini,fresh-3,fresh,True,2,1,0.00014265000000002193,6.2,"Circuit de la Sarthe, Le Mans, France.","Le Mans, France"
"дешёвая модель, только поиск",gpt-4o-mini,fresh-4,fresh,False,9,7,0.0007016999999999718,23.0,<информация недоступна>.,Physical Culture
"дешёвая модель, только поиск",gpt-4o-mini,fresh-5,fresh,False,7,6,0.0009071999999999969,17.7,Philadelphia,"Philadelphia, Pennsylvania"
"дешёвая модель, только поиск",gpt-4o-mini,fresh-6,fresh,False,9,7,0.0015613500000000169,24.8,30 июня 2026 года.,"March 24, 2026"
"дешёвая модель, только поиск",gpt-4o-mini,fresh-7,fresh,False,9,7,0.0007076999999999778,22.8,<нет информации>.,12
"дешёвая модель, только поиск",gpt-4o-mini,fresh-8,fresh,False,7,6,0.0010617000000000543,15.2,Information not available.,More than 300
"дешёвая модель, только поиск",gpt-4o-mini,fresh-9,fresh,False,6,5,0.0005930999999999576,13.7,Unknown date.,15 February
"дешёвая модель, только поиск",gpt-4o-mini,fresh-10,fresh,True,5,4,0.0005896499999999971,18.0,"Gaborone, Botswana.",Gaborone
"дешёвая модель, только поиск",gpt-4o-mini,fresh-11,fresh,False,9,7,0.0009728999999999988,21.6,Неизвестно.,Sheinbaum
"дешёвая модель, только поиск",gpt-4o-mini,fresh-12,fresh,False,8,7,0.0007053000000000198,18.2,28 June 2026,June 28
"дешёвая модель, только поиск",gpt-4o-mini,fresh-13,fresh,False,9,7,0.0012222000000000066,19.0,<неизвестно>,16
"дешёвая модель, только поиск",gpt-4o-mini,fresh-14,fresh,True,2,1,0.00010349999999997861,4.4,Rob Jetten,Rob Jetten
"дешёвая модель, только поиск",gpt-4o-mini,fresh-15,fresh,False,2,1,0.00014865000000002793,4.0,Wildfires.,the Bald Range fire
"дешёвая модель, только поиск",gpt-4o-mini,fresh-16,fresh,False,9,7,0.0020367000000000024,21.3,арестован Фостен Ниманга.,a German–Rwandan national
"дешёвая модель, только поиск",gpt-4o-mini,fresh-17,fresh,False,5,5,0.0007436999999999583,32.3,No specific arrest information found.,Ryan Wedding
"дешёвая модель, только поиск",gpt-4o-mini,fresh-18,fresh,True,2,1,0.00011640000000001649,5.5,Elim Chan.,Elim Chan
"дешёвая модель, только поиск",gpt-4o-mini,fresh-19,fresh,False,9,7,0.0016463999999999923,26.6,<unknown>,Six people
"дешёвая модель, только поиск",gpt-4o-mini,fresh-20,fresh,False,9,7,0.0009525000000000228,145.2,Испания отозвала посла из Израиля.,permanently withdraws its ambassador
"дешёвая модель, только поиск",gpt-4o-mini,fresh-21,fresh,False,0,0,0.0,0.0,"ошибка: HTTPSConnectionPool(host='openrouter.ai', port=443):",25 years' imprisonment
"дешёвая модель, только поиск",gpt-4o-mini,fresh-22,fresh,False,2,1,0.00015255000000002905,4.8,$650 billion for AI data centers in 2026.,$50.7 billion
"дешёвая модель, только поиск",gpt-4o-mini,fresh-23,fresh,False,9,7,0.0008156999999999748,20.0,<информация недоступна>.,11
"дешёвая модель, только поиск",gpt-4o-mini,fresh-24,fresh,False,2,1,0.00010365000000001068,4.5,30,32
"дешёвая модель, только поиск",gpt-4o-mini,fresh-25,fresh,False,9,7,0.0010939500000000102,21.5,<нет информации>.,Ernesto Ruffo Appel
"дешёвая модель, только поиск",gpt-4o-mini,fresh-26,fresh,False,2,1,0.00011925000000001518,3.4,Kelly Cup championship,fifth Kelly Cup title
"дешёвая модель, только поиск",gpt-4o-mini,fresh-27,fresh,False,4,3,0.00035474999999995926,9.1,<score not available>,1–0
"дешёвая модель, только поиск",gpt-4o-mini,fresh-28,fresh,False,9,7,0.0008440500000000406,21.5,нет данных.,Twenty-five
"дешёвая модель, только поиск",gpt-4o-mini,fresh-29,fresh,False,2,1,0.00012719999999999398,3.3,29 August 2026,August 29
"дешёвая модель, только поиск",gpt-4o-mini,fresh-30,fresh,True,2,1,0.0001375499999999863,5.1,Democratic Rally (DISY),Democratic Rally
"дешёвая модель, только поиск",gpt-4o-mini,fresh-31,fresh,False,4,3,0.0004854000000000247,8.5,12.1%,12.5%
"дешёвая модель, только поиск",gpt-4o-mini,fresh-32,fresh,True,6,5,0.0006670499999999469,13.3,New Lumo service from London to Stirling.,Lumo
"дешёвая модель, только поиск",gpt-4o-mini,fresh-33,fresh,False,2,1,0.00015480000000001048,5.0,"China restricted exports to Japan on February 24, 2026.",imposes export restrictions
"дешёвая модель, только поиск",gpt-4o-mini,fresh-34,fresh,False,9,7,0.00122205000000003,36.8,<первой строки о премьере не найдено>.,Kill Blue
"дешёвая модель, только поиск",gpt-4o-mini,fresh-35,fresh,False,9,7,0.001610699999999965,23.8,<нет информации>.,945 TWh
"дешёвая модель, только поиск",gpt-4o-mini,fresh-36,fresh,False,9,7,0.0006916500000000436,24.7,Невероятная информация недоступна.,An explosion
"дешёвая модель, только поиск",gpt-4o-mini,fresh-37,fresh,True,2,1,0.00011685000000000167,4.6,Nikita Solovyov,Nikita Solovyov
"дешёвая модель, только поиск",gpt-4o-mini,fresh-38,fresh,False,9,7,0.001183500000000004,24.6,<неизвестно>.,11
"дешёвая модель, только поиск",gpt-4o-mini,fresh-39,fresh,False,9,7,0.001818299999999995,22.4,Неизвестно.,Rothko in Florence
"дешёвая модель, только поиск",gpt-4o-mini,fresh-40,fresh,False,6,5,0.0007073999999999692,14.4,Not available.,Stephen Eustáquio
"дешёвая модель, только поиск",gpt-4o-mini,fresh-41,fresh,False,8,7,0.0007273500000000155,21.2,Unable to find information.,10
"дешёвая модель, только поиск",gpt-4o-mini,fresh-42,fresh,True,2,1,0.00014819999999998723,124.4,24 June 2019,24 June 2019
"дешёвая модель, только поиск",gpt-4o-mini,fresh-43,fresh,False,2,1,0.00013499999999999623,4.2,76 years,76 years' imprisonment
"дешёвая модель, только поиск",gpt-4o-mini,fresh-44,fresh,False,2,1,0.00011654999999999305,4.7,"Two dead, six injured; driver arrested.",killing two people
"дешёвая модель, только поиск",gpt-4o-mini,fresh-45,fresh,False,4,3,0.00021465000000003842,8.9,<not available>,six people
"дешёвая модель, только поиск",gpt-4o-mini,fresh-46,fresh,False,5,4,0.0006170999999999816,12.3,Successful test-firing of a thorium-based nuclear reactor pr,first criticality
"дешёвая модель, только поиск",gpt-4o-mini,fresh-47,fresh,True,3,2,0.00015765000000000917,5.8,"April 10, 2026.",April 10
"дешёвая модель, только поиск",gpt-4o-mini,fresh-48,fresh,False,2,1,0.00013049999999997786,3.9,"June 11, 2026",June 12
"дешёвая модель, только поиск",gpt-4o-mini,fresh-49,fresh,True,2,1,0.00010140000000002924,4.0,Charles Milliard.,Charles Milliard
"дешёвая модель, только поиск",gpt-4o-mini,fresh-50,fresh,False,9,7,0.0014380499999999685,155.4,Нет информации.,Gavin Snider
"дешёвая модель, только поиск",gpt-4o-mini,fresh-51,fresh,False,4,3,0.00026085000000003467,9.6,2026.,22 August
"дешёвая модель, только поиск",gpt-4o-mini,fresh-52,fresh,False,9,7,0.001521899999999965,21.3,Лекорну выжил в покушении на свою жизнь.,two no-confidence motions
"дешёвая модель, только поиск",gpt-4o-mini,fresh-53,fresh,False,8,7,0.0015607499999999996,19.4,No information found on NASA's experiments for FIFA World Cu,soccer balls
"дешёвая модель, только поиск",gpt-4o-mini,fresh-54,fresh,False,3,2,0.0002575499999999953,7.2,Philadelphia,"Philadelphia, Pennsylvania"
"дешёвая модель, только поиск",gpt-4o-mini,fresh-55,fresh,False,9,7,0.00096750000000001,21.0,Неизвестно.,26 June
"дешёвая модель, только поиск",gpt-4o-mini,fresh-56,fresh,True,3,2,0.00016694999999999904,7.1,88,88
"дешёвая модель, только поиск",gpt-4o-mini,fresh-57,fresh,False,4,3,0.0005085000000000228,10.6,"No specific sanctions found for August 18, 2026.",Tomoko Akane
"дешёвая модель, только поиск",gpt-4o-mini,fresh-58,fresh,False,2,1,9.884999999998367e-05,4.4,4 kilometers,4 km
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-0,fresh,True,3,2,0.00021525000000000016,5.4,10 soldiers dead.,10 soldiers
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-1,fresh,True,3,2,0.00019815000000000804,6.0,Liam Nassereddine,Liam Nassereddine
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-2,fresh,True,4,3,0.0005186999999999831,8.4,Lakemba Mosque,Lakemba Mosque
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-3,fresh,True,2,1,0.0001783499999999938,4.0,"Circuit de la Sarthe, Le Mans, France.","Le Mans, France"
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-4,fresh,True,3,2,0.00019770000000002286,4.8,Augustus Serapinas: Physical Culture,Physical Culture
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-5,fresh,False,4,3,0.0004581000000000168,9.9,Philadelphia,"Philadelphia, Pennsylvania"
"дешёвая модель, поиск и чтение страницы",gpt-4o-mini,fresh-6,fresh,False,9,7,0.0017000999999999822,22.6,Неизвестно.,"March 24, 2026"
